2022-09-05 13:07:19,883  ERROR     log_config  Отладочное сообщение
2022-09-05 14:00:21,161  INFO      fronts      127.0.0.1 GET /index.html
2022-09-05 14:00:34,748  INFO      fronts      127.0.0.1 GET /contact
2022-09-05 14:00:34,812  INFO      fronts      127.0.0.1 GET /style/search.png
2022-09-05 14:00:34,815  INFO      fronts      127.0.0.1 GET /back.png
2022-09-05 14:00:34,816  INFO      fronts      127.0.0.1 GET /link.png
2022-09-05 14:01:15,717  INFO      fronts      127.0.0.1 GET /contact
2022-09-05 14:01:15,786  INFO      fronts      127.0.0.1 GET /style/search.png
2022-09-05 14:01:15,790  INFO      fronts      127.0.0.1 GET /back.png
2022-09-05 14:01:15,798  INFO      fronts      127.0.0.1 GET /link.png
2022-09-05 14:01:16,728  INFO      fronts      127.0.0.1 GET /contact
2022-09-05 14:01:16,797  INFO      fronts      127.0.0.1 GET /style/search.png
2022-09-05 14:01:16,799  INFO      fronts      127.0.0.1 GET /back.png
2022-09-05 14:01:16,799  INFO      fronts      127.0.0.1 GET /link.png
2022-09-05 14:02:01,284  INFO      fronts      127.0.0.1 GET /contact
2022-09-05 14:02:01,419  INFO      fronts      127.0.0.1 GET /back.png
2022-09-05 14:02:01,422  INFO      fronts      127.0.0.1 GET /link.png
2022-09-05 14:02:01,424  INFO      fronts      127.0.0.1 GET /style/search.png
2022-09-05 14:02:02,238  INFO      fronts      127.0.0.1 GET /contact
2022-09-05 14:02:02,298  INFO      fronts      127.0.0.1 GET /style/search.png
2022-09-05 14:02:02,300  INFO      fronts      127.0.0.1 GET /back.png
2022-09-05 14:02:02,301  INFO      fronts      127.0.0.1 GET /link.png
2022-09-05 14:05:05,770  INFO      fronts      127.0.0.1 GET /contact
2022-09-05 14:05:05,866  INFO      fronts      127.0.0.1 GET /style/search.png
2022-09-05 14:05:05,872  INFO      fronts      127.0.0.1 GET /back.png
2022-09-05 14:05:05,874  INFO      fronts      127.0.0.1 GET /link.png
2022-09-05 14:05:08,397  INFO      fronts      127.0.0.1 GET /contact/
2022-09-05 14:05:08,518  INFO      fronts      127.0.0.1 GET /style/search.png
2022-09-05 14:05:08,522  INFO      fronts      127.0.0.1 GET /contact/back.png
2022-09-05 14:05:08,523  INFO      fronts      127.0.0.1 GET /contact/link.png
2022-09-05 14:05:10,847  INFO      fronts      127.0.0.1 GET /
2022-09-05 14:05:10,956  INFO      fronts      127.0.0.1 GET /style/search.png
2022-09-05 14:05:10,957  INFO      fronts      127.0.0.1 GET /back.png
2022-09-05 14:05:10,959  INFO      fronts      127.0.0.1 GET /link.png
2022-09-05 14:05:15,031  INFO      fronts      127.0.0.1 GET /i/
2022-09-05 14:05:18,887  INFO      fronts      127.0.0.1 GET /
2022-09-05 14:05:18,981  INFO      fronts      127.0.0.1 GET /style/search.png
2022-09-05 14:05:18,982  INFO      fronts      127.0.0.1 GET /back.png
2022-09-05 14:05:18,984  INFO      fronts      127.0.0.1 GET /link.png
2022-09-05 14:06:14,574  INFO      fronts      127.0.0.1 GET /
2022-09-05 14:06:14,664  INFO      fronts      127.0.0.1 GET /back.png
2022-09-05 14:06:14,666  INFO      fronts      127.0.0.1 GET /link.png
2022-09-05 14:06:14,667  INFO      fronts      127.0.0.1 GET /style/search.png
2022-09-05 14:06:17,230  INFO      fronts      127.0.0.1 GET /
2022-09-05 14:06:17,282  INFO      fronts      127.0.0.1 GET /style/search.png
2022-09-05 14:06:17,287  INFO      fronts      127.0.0.1 GET /back.png
2022-09-05 14:06:17,288  INFO      fronts      127.0.0.1 GET /link.png
2022-09-05 14:06:19,395  INFO      fronts      127.0.0.1 GET /
2022-09-05 14:06:19,467  INFO      fronts      127.0.0.1 GET /style/search.png
2022-09-05 14:06:19,472  INFO      fronts      127.0.0.1 GET /back.png
2022-09-05 14:06:19,474  INFO      fronts      127.0.0.1 GET /link.png
2022-09-05 14:06:20,314  INFO      fronts      127.0.0.1 GET /contact/
2022-09-05 14:06:20,402  INFO      fronts      127.0.0.1 GET /style/search.png
2022-09-05 14:06:20,406  INFO      fronts      127.0.0.1 GET /contact/back.png
2022-09-05 14:06:20,408  INFO      fronts      127.0.0.1 GET /contact/link.png
2022-09-05 14:06:21,631  INFO      fronts      127.0.0.1 GET /
2022-09-05 14:06:21,703  INFO      fronts      127.0.0.1 GET /style/search.png
2022-09-05 14:06:21,705  INFO      fronts      127.0.0.1 GET /back.png
2022-09-05 14:06:21,706  INFO      fronts      127.0.0.1 GET /link.png
